"","neighbourhood_group_cleansed","latitude","longitude","room_type","bathrooms","bedrooms","price"
"109","Oak Bay",48.40879,-123.32144,"Entire home/apt",2,3,"$340.00"
"110","Oak Bay",48.41759,-123.30264,"Entire home/apt",1.5,2,"$107.00"
"111","Southern Gulf Islands",48.80459,-123.31812,"Entire home/apt",1,2,"$195.00"
"112","Saanich",48.44964,-123.36272,"Private room",0,1,"$60.00"
"113","North Saanich",48.67691,-123.48379,"Entire home/apt",1,1,"$175.00"
"114","Victoria",48.42494,-123.36572,"Entire home/apt",1,1,"$115.00"
"115","Saanich",48.45459,-123.38306,"Entire home/apt",1,1,"$70.00"
"116","Victoria",48.41624,-123.36802,"Entire home/apt",1.5,2,"$139.00"
"117","Salt Spring Island",48.75898,-123.41407,"Entire home/apt",1,1,"$110.00"
"118","Southern Gulf Islands",48.86791,-123.28408,"Entire home/apt",1,1,"$99.00"
"119","Saanich",48.45099,-123.36285,"Private room",1,1,"$72.00"
"120","Saanich",48.45014,-123.3627,"Private room",1,1,"$52.00"
"121","Oak Bay",48.40997,-123.32276,"Private room",1,1,"$80.00"
"122","Southern Gulf Islands",48.87846,-123.32378,"Entire home/apt",1,2,"$200.00"
"123","Victoria",48.42884,-123.37016,"Entire home/apt",1,1,"$70.00"
"124","Victoria",48.43583,-123.35384,"Private room",1,1,"$58.00"
"125","Victoria",48.40669,-123.35122,"Entire home/apt",1,2,"$135.00"
"126","Victoria",48.41521,-123.36856,"Entire home/apt",1,1,"$99.00"
"127","Victoria",48.41617,-123.35987,"Private room",1,1,"$62.00"
"128","Southern Gulf Islands",48.89775,-123.39765,"Entire home/apt",2,3,"$240.00"
"129","Saanich",48.45643,-123.38689,"Private room",1,1,"$54.00"
"130","Victoria",48.41733,-123.36941,"Entire home/apt",1,1,"$129.00"
"131","Salt Spring Island",48.85706,-123.47932,"Entire home/apt",1,1,"$119.00"
"132","Salt Spring Island",48.87042,-123.54718,"Entire home/apt",2,3,"$259.00"
"133","Juan de Fuca",48.40681,-123.35487,"Private room",1,1,"$89.00"
"134","Victoria",48.44446,-123.37567,"Entire home/apt",1,2,"$164.00"
"135","Southern Gulf Islands",48.75421,-123.26956,"Entire home/apt",2.5,6,"$500.00"
"136","Victoria",48.41606,-123.3685,"Private room",1,1,"$90.00"
"137","Salt Spring Island",48.80827,-123.42976,"Private room",1,1,"$60.00"
"138","North Saanich",48.69565,-123.46011,"Entire home/apt",1,2,"$110.00"
"139","Victoria",48.42653,-123.36859,"Entire home/apt",1,0,"$115.00"
"140","Sooke",48.39252,-123.61752,"Entire home/apt",2,2,"$199.00"
"141","Victoria",48.44943,-123.35379,"Entire home/apt",1,1,"$90.00"
"142","Victoria",48.42285,-123.34151,"Entire home/apt",2,1,"$125.00"
"143","Victoria",48.42899,-123.3631,"Entire home/apt",1,1,"$109.00"
"144","Southern Gulf Islands",48.84491,-123.27776,"Entire home/apt",1,1,"$130.00"
"145","Salt Spring Island",48.83903,-123.49872,"Entire home/apt",1,2,"$145.00"
"146","Victoria",48.42172,-123.38056,"Entire home/apt",2,2,"$236.00"
"147","Victoria",48.42172,-123.38063,"Entire home/apt",3,3,"$267.00"
"148","Salt Spring Island",48.8331,-123.50027,"Entire home/apt",1,0,"$125.00"
"149","Juan de Fuca",48.37641,-123.83955,"Entire home/apt",1,1,"$125.00"
"150","Victoria",48.41849,-123.38342,"Private room",1,1,"$77.00"
"151","Southern Gulf Islands",48.83109,-123.26071,"Entire home/apt",1,1,"$160.00"
"152","Victoria",48.43079,-123.36634,"Entire home/apt",2,1,"$206.00"
"153","Victoria",48.41306,-123.34501,"Private room",1,1,"$58.00"
"154","Victoria",48.42157,-123.37681,"Entire home/apt",1,1,"$126.00"
"155","Sooke",48.36718,-123.73475,"Entire home/apt",2,1,"$129.00"
"156","Southern Gulf Islands",48.87581,-123.32346,"Entire home/apt",1,1,"$125.00"
"157","Sidney",48.66661,-123.40765,"Entire home/apt",0.5,1,"$155.00"
"158","Sidney",48.66379,-123.41148,"Entire home/apt",1,2,"$129.00"
"159","Saanich",48.45873,-123.3661,"Entire home/apt",1.5,2,"$99.00"
"160","Victoria",48.4204,-123.36415,"Entire home/apt",2,2,"$199.00"
"161","North Saanich",48.62792,-123.41197,"Private room",1,1,"$160.00"
"162","Victoria",48.42232,-123.38358,"Private room",1,1,"$175.00"
"163","Victoria",48.42059,-123.38298,"Entire home/apt",1,1,"$125.00"
"164","Victoria",48.42109,-123.37672,"Private room",1,1,"$25.00"
"165","Saanich",48.49021,-123.30853,"Entire home/apt",1,1,"$200.00"
"166","Victoria",48.41695,-123.3671,"Entire home/apt",1,2,"$110.00"
"167","Southern Gulf Islands",48.84099,-123.25475,"Entire home/apt",1,2,"$200.00"
"168","Salt Spring Island",48.90042,-123.55017,"Entire home/apt",1,0,"$99.00"
"169","Victoria",48.44073,-123.35331,"Entire home/apt",1,1,"$76.00"
"170","Langford",48.46028,-123.48647,"Entire home/apt",1,1,"$65.00"
"171","Victoria",48.41889,-123.35461,"Private room",1,1,"$50.00"
"172","Langford",48.47683,-123.52732,"Entire home/apt",2,2,"$150.00"
"173","Victoria",48.41687,-123.35205,"Entire home/apt",1,1,"$119.00"
"174","Esquimalt",48.4165,-123.40392,"Entire home/apt",1,0,"$109.00"
"175","Sooke",48.39394,-123.62053,"Private room",1,1,"$129.00"
"176","Victoria",48.4216,-123.36149,"Entire home/apt",2,2,"$188.00"
"177","Oak Bay",48.43977,-123.30681,"Private room",1,3,"$95.00"
"178","Victoria",48.42521,-123.32913,"Entire home/apt",1,1,"$88.00"
"179","Victoria",48.44453,-123.34121,"Entire home/apt",0.5,1,"$76.00"
"180","Juan de Fuca",48.37638,-123.84168,"Entire home/apt",1.5,2,"$138.00"
"181","Saanich",48.45242,-123.34171,"Entire home/apt",2,3,"$150.00"
"182","Victoria",48.42666,-123.3706,"Entire home/apt",1,1,"$119.00"
"183","Salt Spring Island",48.79039,-123.43772,"Entire home/apt",1,1,"$160.00"
"184","Salt Spring Island",48.7703,-123.44859,"Entire home/apt",1,0,"$99.00"
"185","Juan de Fuca",48.36179,-123.81329,"Entire home/apt",2.5,3,"$150.00"
"186","Victoria",48.42597,-123.36907,"Entire home/apt",1,1,"$119.00"
"187","Salt Spring Island",48.77057,-123.44824,"Entire home/apt",2,2,"$260.00"
"188","Victoria",48.44945,-123.35566,"Entire home/apt",2.5,4,"$249.00"
"189","Saanich",48.45521,-123.38898,"Entire home/apt",1,1,"$70.00"
"190","North Saanich",48.6869,-123.44438,"Entire home/apt",2,1,"$157.00"
"191","Victoria",48.41493,-123.35288,"Entire home/apt",2,2,"$150.00"
"192","Salt Spring Island",48.77019,-123.44952,"Private room",1,1,"$119.00"
"193","Victoria",48.42572,-123.32384,"Entire home/apt",2,2,"$111.00"
"194","Langford",48.44777,-123.52276,"Entire home/apt",2,3,"$190.00"
"195","Sooke",48.36471,-123.73044,"Entire home/apt",2,2,"$200.00"
"196","Juan de Fuca",48.36746,-123.78393,"Private room",1,1,"$145.00"
"197","Southern Gulf Islands",48.73782,-123.20216,"Entire home/apt",1,2,"$145.00"
"198","Salt Spring Island",48.8758,-123.54412,"Private room",0.5,1,"$48.00"
"199","Salt Spring Island",48.88053,-123.54421,"Entire home/apt",1,1,"$78.00"
"200","Sidney",48.64614,-123.39976,"Entire home/apt",1,2,"$229.00"
"201","Sidney",48.64483,-123.39814,"Entire home/apt",1,0,"$159.00"
"202","Saanich",48.4641,-123.41484,"Entire home/apt",2,2,"$249.00"
"203","Salt Spring Island",48.8467,-123.49772,"Entire home/apt",3,3,"$500.00"
"204","Salt Spring Island",48.76061,-123.4111,"Entire home/apt",1,1,"$119.00"
"205","Victoria",48.42743,-123.37625,"Entire home/apt",2.5,3,"$249.00"
"206","Victoria",48.41946,-123.38484,"Entire home/apt",1,1,"$99.00"
"207","Saanich",48.44395,-123.32277,"Entire home/apt",1,1,"$85.00"
"208","Salt Spring Island",48.90949,-123.56458,"Entire home/apt",3,5,"$749.00"
"209","Victoria",48.42303,-123.36671,"Entire home/apt",1,1,"$99.00"
"210","Esquimalt",48.43605,-123.40662,"Entire home/apt",1,1,"$54.00"
"211","Southern Gulf Islands",48.839,-123.3292,"Entire home/apt",1,2,"$84.00"
"212","Salt Spring Island",48.78157,-123.43134,"Entire home/apt",4,5,"$381.00"
"213","Colwood",48.42343,-123.47215,"Entire home/apt",1,1,"$192.00"
"214","Colwood",48.42367,-123.47381,"Entire home/apt",1,1,"$187.00"
"215","Sidney",48.6687,-123.40252,"Entire home/apt",1,1,"$142.00"
"216","Salt Spring Island",48.86111,-123.49956,"Entire home/apt",1,1,"$135.00"
"217","Victoria",48.42879,-123.37005,"Entire home/apt",1,1,"$99.00"
"218","Victoria",48.42588,-123.34439,"Entire home/apt",1,0,"$68.00"
"219","Victoria",48.42152,-123.38198,"Entire home/apt",1.5,2,"$145.00"
"220","Victoria",48.42862,-123.32596,"Private room",1,1,"$45.00"
"221","Colwood",48.42403,-123.47266,"Entire home/apt",1,1,"$198.00"
"222","Juan de Fuca",48.5558,-124.4054,"Entire home/apt",1.5,5,"$424.00"
"223","Victoria",48.41101,-123.37293,"Private room",1,1,"$141.00"
"224","Victoria",48.42343,-123.34806,"Entire home/apt",1,2,"$150.00"
"225","Colwood",48.41724,-123.48081,"Private room",0,1,"$89.00"
"226","Colwood",48.41734,-123.48157,"Private room",0,1,"$159.00"
"227","Langford",48.41632,-123.51377,"Private room",1,1,"$125.00"
"228","Saanich",48.4855,-123.42099,"Private room",1,1,"$65.00"
"229","Southern Gulf Islands",48.97288,-123.55984,"Entire home/apt",1,1,"$170.00"
"230","Salt Spring Island",48.85465,-123.51301,"Entire home/apt",1,2,"$175.00"
"231","Southern Gulf Islands",48.91315,-123.39473,"Entire home/apt",2,4,"$294.00"
"232","Victoria",48.42751,-123.37028,"Entire home/apt",1,1,"$131.00"
"233","Juan de Fuca",48.36212,-123.80037,"Entire home/apt",1,2,"$155.00"
"234","Juan de Fuca",48.41292,-124.00845,"Entire home/apt",3,4,"$599.00"
"235","Colwood",48.42016,-123.49075,"Private room",1,1,"$65.00"
"236","Saanich",48.47569,-123.33132,"Private room",1.5,1,"$45.00"
"237","Oak Bay",48.4135,-123.31057,"Entire home/apt",1,0,"$89.00"
"238","Victoria",48.41159,-123.33372,"Entire home/apt",3,7,"$349.00"
"239","Southern Gulf Islands",48.77019,-123.28561,"Entire home/apt",1,0,"$85.00"
"240","Victoria",48.43761,-123.33766,"Entire home/apt",1,2,"$80.00"
"241","Victoria",48.41237,-123.37291,"Entire home/apt",1,2,"$110.00"
"242","Saanich",48.50501,-123.35513,"Entire home/apt",1,2,"$175.00"
"243","Salt Spring Island",48.85783,-123.51018,"Hotel room",1,1,"$160.00"
"244","View Royal",48.45843,-123.42711,"Entire home/apt",1,1,"$150.00"
"245","Victoria",48.42797,-123.36863,"Entire home/apt",1,1,"$125.00"
"246","Saanich",48.4682,-123.44166,"Entire home/apt",2.5,3,"$206.00"
"247","Sooke",48.37873,-123.73281,"Private room",1.5,2,"$69.00"
"248","Salt Spring Island",48.85036,-123.44644,"Entire home/apt",1,2,"$206.00"
"249","Juan de Fuca",48.43857,-124.07368,"Entire home/apt",1,3,"$296.00"
"250","Langford",48.44335,-123.53248,"Entire home/apt",1.5,2,"$115.00"
"251","Colwood",48.4072,-123.49341,"Entire home/apt",1,1,"$80.00"
"252","Southern Gulf Islands",48.74921,-123.21791,"Entire home/apt",1,2,"$249.00"
"253","Sidney",48.65637,-123.41213,"Entire home/apt",1,1,"$90.00"
"254","Oak Bay",48.42484,-123.31573,"Entire home/apt",3,4,"$401.00"
"255","Victoria",48.43646,-123.38988,"Entire home/apt",1.5,3,"$99.00"
"256","Esquimalt",48.44109,-123.39797,"Entire home/apt",1,1,"$72.00"
"257","Salt Spring Island",48.86246,-123.49141,"Entire home/apt",1.5,0,"$123.00"
"258","Salt Spring Island",48.84453,-123.50105,"Entire home/apt",1,1,"$115.00"
"259","Salt Spring Island",48.84301,-123.49955,"Entire home/apt",1,1,"$90.00"
"260","Victoria",48.41162,-123.35157,"Private room",1.5,1,"$58.00"
"261","Victoria",48.42139,-123.34465,"Entire home/apt",1,2,"$150.00"
"262","Saanich",48.47394,-123.39043,"Private room",1,1,"$31.00"
"263","Saanich",48.46185,-123.36936,"Private room",1,1,"$60.00"
"264","Saanich",48.52545,-123.37107,"Private room",1,1,"$80.00"
"265","Southern Gulf Islands",48.90581,-123.36285,"Entire home/apt",1,1,"$85.00"
"266","Victoria",48.41283,-123.33595,"Entire home/apt",1,1,"$95.00"
"267","Sooke",48.37324,-123.74655,"Private room",1,1,"$36.00"
"268","Victoria",48.41052,-123.33573,"Entire home/apt",2,2,"$175.00"
"269","Langford",48.4553,-123.48806,"Private room",1,1,"$42.00"
"270","Saanich",48.46502,-123.34168,"Entire home/apt",1,1,"$95.00"
"271","Salt Spring Island",48.8113,-123.4922,"Entire home/apt",1,1,"$115.00"
"272","Victoria",48.42863,-123.37038,"Entire home/apt",1,1,"$145.00"
"273","Oak Bay",48.44275,-123.30846,"Private room",1,1,"$58.00"
"274","Victoria",48.41486,-123.36158,"Entire home/apt",1,1,"$135.00"
"275","Southern Gulf Islands",48.74482,-123.25412,"Entire home/apt",1,0,"$160.00"
"276","Victoria",48.41197,-123.35515,"Entire home/apt",2,2,"$190.00"
"277","Juan de Fuca",48.4334,-124.06957,"Entire home/apt",1,2,"$150.00"
"278","Esquimalt",48.42904,-123.40738,"Entire home/apt",1,1,"$76.00"
"279","Victoria",48.41805,-123.33681,"Entire home/apt",2.5,3,"$298.00"
"280","Salt Spring Island",48.84919,-123.50043,"Entire home/apt",3,4,"$525.00"
"281","Saanich",48.46759,-123.41165,"Entire home/apt",1,1,"$99.00"
"282","Southern Gulf Islands",48.74025,-123.2177,"Entire home/apt",1,2,"$175.00"
"283","Southern Gulf Islands",48.84058,-123.25361,"Entire home/apt",1,1,"$115.00"
"284","Victoria",48.43429,-123.38325,"Entire home/apt",1,1,"$95.00"
"285","Juan de Fuca",48.39073,-123.93406,"Entire home/apt",1,1,"$125.00"
"286","North Saanich",48.61652,-123.40452,"Entire home/apt",3,3,"$249.00"
"287","Langford",48.46727,-123.5064,"Private room",1.5,1,"$31.00"
"288","Victoria",48.42126,-123.38051,"Entire home/apt",2,2,"$391.00"
"289","Southern Gulf Islands",48.85145,-123.30171,"Entire home/apt",1,2,"$192.00"
"290","Juan de Fuca",48.57206,-123.49113,"Private room",1,1,"$52.00"
"291","Metchosin",48.39087,-123.50103,"Entire home/apt",1,1,"$76.00"
"292","Langford",48.48813,-123.54551,"Entire home/apt",1,2,"$125.00"
"293","Victoria",48.42129,-123.36361,"Entire home/apt",1,0,"$159.00"
"294","Victoria",48.42167,-123.38402,"Private room",1,1,"$175.00"
"295","Victoria",48.41649,-123.36664,"Entire home/apt",1,1,"$139.00"
"296","Victoria",48.41382,-123.37173,"Entire home/apt",2,2,"$220.00"
"297","Victoria",48.41306,-123.37351,"Entire home/apt",1,1,"$90.00"
"298","Salt Spring Island",48.8553,-123.50691,"Entire home/apt",1,1,"$95.00"
"299","Victoria",48.40721,-123.35582,"Entire home/apt",1,1,"$80.00"
"300","Victoria",48.42298,-123.36472,"Entire home/apt",2,2,"$109.00"
"301","Victoria",48.41646,-123.35832,"Private room",1.5,1,"$48.00"
"302","Esquimalt",48.42171,-123.40837,"Entire home/apt",2,4,"$325.00"
"303","Esquimalt",48.44503,-123.4018,"Entire home/apt",1,2,"$54.00"
"304","Victoria",48.41711,-123.36884,"Entire home/apt",2,1,"$99.00"
"305","Metchosin",48.38788,-123.50183,"Entire home/apt",1,2,"$135.00"
"306","Juan de Fuca",48.5542,-124.41573,"Entire home/apt",1,1,"$130.00"
"307","Saanich",48.45724,-123.35969,"Entire home/apt",1.5,3,"$229.00"
"308","Victoria",48.42615,-123.35503,"Private room",1,1,"$73.00"
"309","North Saanich",48.63313,-123.46216,"Private room",1.5,2,"$105.00"
"310","Victoria",48.42999,-123.37064,"Entire home/apt",1,0,"$115.00"
"311","Victoria",48.42388,-123.364,"Entire home/apt",2,2,"$195.00"
"312","Southern Gulf Islands",48.86262,-123.31653,"Entire home/apt",1.5,2,"$314.00"
"313","Saanich",48.53019,-123.417,"Entire home/apt",1,1,"$99.00"
"314","Salt Spring Island",48.77081,-123.44845,"Private room",1,1,"$135.00"
"315","Sooke",48.39691,-123.66042,"Entire home/apt",1,1,"$72.00"
"316","Sooke",48.39531,-123.6594,"Private room",1,1,"$70.00"
"317","Sooke",48.3951,-123.65873,"Entire home/apt",1,1,"$70.00"
"318","Victoria",48.42979,-123.36908,"Entire home/apt",1,1,"$98.00"
"319","Victoria",48.42166,-123.38281,"Entire home/apt",1,1,"$69.00"
"320","Langford",48.45694,-123.50824,"Private room",1,1,"$139.00"
"321","Saanich",48.45585,-123.41311,"Entire home/apt",1,0,"$99.00"
"322","Saanich",48.53596,-123.38616,"Entire home/apt",1.5,2,"$85.00"
"323","Saanich",48.459,-123.34201,"Entire home/apt",1,1,"$86.00"
"324","Victoria",48.42974,-123.36943,"Entire home/apt",1,1,"$135.00"
"325","North Saanich",48.68549,-123.41467,"Entire home/apt",1,1,"$99.00"
"326","North Saanich",48.68341,-123.41399,"Private room",1,1,"$78.00"
"327","North Saanich",48.68446,-123.41366,"Entire home/apt",2,1,"$125.00"
"328","North Saanich",48.68358,-123.41379,"Private room",1,1,"$99.00"
"329","Victoria",48.42453,-123.36168,"Entire home/apt",1,1,"$60.00"
"330","Victoria",48.42683,-123.34525,"Private room",1,1,"$58.00"
"331","Victoria",48.42282,-123.38068,"Entire home/apt",2,2,"$431.00"
"332","Saanich",48.51333,-123.3653,"Entire home/apt",1,1,"$141.00"
"333","Salt Spring Island",48.88662,-123.57393,"Entire home/apt",1,2,"$150.00"
"334","Victoria",48.4101,-123.37271,"Private room",1,1,"$57.00"
"335","Saanich",48.45386,-123.32613,"Entire home/apt",1,1,"$135.00"
"336","Victoria",48.43017,-123.326,"Private room",1,1,"$40.00"
"337","Central Saanich",48.58573,-123.41863,"Entire home/apt",1,1,"$125.00"
"338","Saanich",48.47424,-123.38999,"Private room",1,1,"$31.00"
"339","Saanich",48.51945,-123.37107,"Entire home/apt",1,1,"$135.00"
"340","Victoria",48.41562,-123.36863,"Private room",1,2,"$145.00"
"341","Saanich",48.4455,-123.39088,"Private room",1,1,"$85.00"
"342","Victoria",48.42022,-123.3768,"Private room",1.5,1,"$89.00"
"343","Juan de Fuca",48.36605,-123.68958,"Entire home/apt",2,4,"$220.00"
"344","Langford",48.4399,-123.52683,"Entire home/apt",2,4,"$401.00"
"345","Central Saanich",48.57456,-123.46006,"Entire home/apt",1,1,"$80.00"
"346","Victoria",48.42639,-123.36276,"Entire home/apt",1,1,"$149.00"
"347","Victoria",48.42652,-123.36293,"Entire home/apt",2,2,"$159.00"
"348","Juan de Fuca",48.57055,-123.4912,"Entire home/apt",1,0,"$125.00"
"349","Victoria",48.43729,-123.35046,"Entire home/apt",1,1,"$89.00"
"350","Victoria",48.42591,-123.36155,"Entire home/apt",1,1,"$130.00"
"351","Victoria",48.42783,-123.36267,"Entire home/apt",1,2,"$159.00"
"352","Victoria",48.42766,-123.36314,"Entire home/apt",1,1,"$98.00"
