"","neighbourhood_group_cleansed","latitude","longitude","room_type","bathrooms","bedrooms","price"
"154","Victoria",48.42172,-123.38056,"Entire home/apt",2,2,"$216.00"
"155","Victoria",48.42172,-123.38063,"Entire home/apt",3,3,"$246.00"
"156","Salt Spring Island",48.8331,-123.50027,"Entire home/apt",1,0,"$125.00"
"157","Juan de Fuca",48.37641,-123.83955,"Entire home/apt",1,1,"$125.00"
"158","Victoria",48.41849,-123.38342,"Private room",1,1,"$77.00"
"159","Southern Gulf Islands",48.83109,-123.26071,"Entire home/apt",1,1,"$160.00"
"160","Victoria",48.43079,-123.36634,"Entire home/apt",2,1,"$205.00"
"161","Victoria",48.41306,-123.34501,"Private room",1,1,"$58.00"
"162","Sooke",48.36718,-123.73475,"Entire home/apt",2,1,"$128.00"
"163","Southern Gulf Islands",48.87581,-123.32346,"Entire home/apt",1,1,"$125.00"
"164","Sidney",48.66661,-123.40765,"Entire home/apt",0.5,1,"$225.00"
"165","Sidney",48.66379,-123.41148,"Entire home/apt",1,2,"$99.00"
"166","Saanich",48.45873,-123.3661,"Entire home/apt",1.5,2,"$95.00"
"167","Victoria",48.4204,-123.36415,"Entire home/apt",2,2,"$199.00"
"168","Saanich",48.52214,-123.37171,"Entire home/apt",2,2,"$128.00"
"169","North Saanich",48.62792,-123.41197,"Private room",1,1,"$160.00"
"170","Salt Spring Island",48.76945,-123.43006,"Entire home/apt",2.5,4,"$450.00"
"171","Victoria",48.42267,-123.38499,"Private room",1,1,"$99.00"
"172","Victoria",48.42059,-123.38298,"Entire home/apt",1,1,"$85.00"
"173","Victoria",48.42109,-123.37672,"Private room",1,1,"$25.00"
"174","Saanich",48.49021,-123.30853,"Entire home/apt",1,1,"$200.00"
"175","Victoria",48.41695,-123.3671,"Entire home/apt",1,2,"$85.00"
"176","Southern Gulf Islands",48.84099,-123.25475,"Entire home/apt",1,2,"$200.00"
"177","Salt Spring Island",48.90042,-123.55017,"Entire home/apt",1,0,"$99.00"
"178","Victoria",48.44073,-123.35331,"Entire home/apt",1,1,"$76.00"
"179","Langford",48.46028,-123.48647,"Entire home/apt",1,1,"$65.00"
"180","Victoria",48.41889,-123.35461,"Private room",1,1,"$50.00"
"181","Langford",48.47683,-123.52732,"Entire home/apt",2,2,"$150.00"
"182","Victoria",48.41687,-123.35205,"Entire home/apt",1,1,"$119.00"
"183","Oak Bay",48.43862,-123.31419,"Entire home/apt",1,1,"$60.00"
"184","Esquimalt",48.4165,-123.40392,"Entire home/apt",1,0,"$109.00"
"185","Sooke",48.39394,-123.62053,"Private room",1,1,"$128.00"
"186","Victoria",48.4216,-123.36149,"Entire home/apt",2,2,"$189.00"
"187","Oak Bay",48.43977,-123.30681,"Private room",1,3,"$95.00"
"188","Victoria",48.42521,-123.32913,"Entire home/apt",1,1,"$87.00"
"189","Victoria",48.44453,-123.34121,"Entire home/apt",0.5,1,"$76.00"
"190","Juan de Fuca",48.37638,-123.84168,"Entire home/apt",1.5,2,"$175.00"
"191","Saanich",48.45242,-123.34171,"Entire home/apt",2,3,"$150.00"
"192","Victoria",48.42666,-123.3706,"Entire home/apt",1,1,"$121.00"
"193","Salt Spring Island",48.79039,-123.43772,"Entire home/apt",1,1,"$150.00"
"194","Salt Spring Island",48.7703,-123.44859,"Entire home/apt",1,0,"$99.00"
"195","Juan de Fuca",48.36179,-123.81329,"Entire home/apt",2.5,3,"$125.00"
"196","Victoria",48.42597,-123.36907,"Entire home/apt",1,1,"$121.00"
"197","Salt Spring Island",48.77057,-123.44824,"Entire home/apt",2,2,"$260.00"
"198","Victoria",48.44945,-123.35566,"Entire home/apt",2.5,4,"$250.00"
"199","Saanich",48.45521,-123.38898,"Entire home/apt",1,1,"$70.00"
"200","Victoria",48.43527,-123.3361,"Entire home/apt",1,2,"$200.00"
"201","Saanich",48.46257,-123.3236,"Entire home/apt",4,3,"$175.00"
"202","North Saanich",48.6869,-123.44438,"Entire home/apt",2,1,"$158.00"
"203","Victoria",48.41493,-123.35288,"Entire home/apt",2,2,"$150.00"
"204","Salt Spring Island",48.77019,-123.44952,"Private room",1,1,"$125.00"
"205","Victoria",48.42572,-123.32384,"Entire home/apt",2,2,"$113.00"
"206","Langford",48.44777,-123.52276,"Entire home/apt",2,3,"$234.00"
"207","Sooke",48.36471,-123.73044,"Entire home/apt",2,2,"$200.00"
"208","Juan de Fuca",48.36746,-123.78393,"Private room",1,1,"$144.00"
"209","Juan de Fuca",48.3661,-123.78547,"Private room",1,1,"$144.00"
"210","Southern Gulf Islands",48.73782,-123.20216,"Entire home/apt",1,2,"$130.00"
"211","Victoria",48.41077,-123.35429,"Entire home/apt",1,0,"$90.00"
"212","Saanich",48.45493,-123.32364,"Private room",1.5,1,"$68.00"
"213","Salt Spring Island",48.8758,-123.54412,"Private room",0.5,1,"$48.00"
"214","Salt Spring Island",48.88053,-123.54421,"Entire home/apt",1,1,"$78.00"
"215","Sidney",48.64483,-123.39814,"Entire home/apt",1,0,"$179.00"
"216","Saanich",48.4641,-123.41484,"Entire home/apt",2,2,"$250.00"
"217","Salt Spring Island",48.8467,-123.49772,"Entire home/apt",3,3,"$499.00"
"218","Salt Spring Island",48.76061,-123.4111,"Entire home/apt",1,1,"$121.00"
"219","Victoria",48.42743,-123.37625,"Entire home/apt",2.5,3,"$249.00"
"220","Victoria",48.41946,-123.38484,"Entire home/apt",1,1,"$99.00"
"221","Saanich",48.44395,-123.32277,"Entire home/apt",1,1,"$85.00"
"222","Salt Spring Island",48.73334,-123.48076,"Entire home/apt",1,1,"$220.00"
"223","Salt Spring Island",48.90949,-123.56458,"Entire home/apt",3,5,"$750.00"
"224","Victoria",48.42303,-123.36671,"Entire home/apt",1,1,"$99.00"
"225","Esquimalt",48.43605,-123.40662,"Entire home/apt",1,1,"$56.00"
"226","Southern Gulf Islands",48.839,-123.3292,"Entire home/apt",1,2,"$83.00"
"227","Salt Spring Island",48.78157,-123.43134,"Entire home/apt",4,5,"$380.00"
"228","Colwood",48.42343,-123.47215,"Entire home/apt",1,1,"$192.00"
"229","Colwood",48.42367,-123.47381,"Entire home/apt",1,1,"$187.00"
"230","Saanich",48.48227,-123.31299,"Private room",1,1,"$38.00"
"231","Sidney",48.6687,-123.40252,"Entire home/apt",1,1,"$142.00"
"232","Salt Spring Island",48.86111,-123.49956,"Entire home/apt",1,1,"$135.00"
"233","Victoria",48.42879,-123.37005,"Entire home/apt",1,1,"$99.00"
"234","Victoria",48.42588,-123.34439,"Entire home/apt",1,0,"$99.00"
"235","Victoria",48.42152,-123.38198,"Entire home/apt",1.5,2,"$144.00"
"236","Victoria",48.42862,-123.32596,"Private room",1,1,"$45.00"
"237","Colwood",48.42403,-123.47266,"Entire home/apt",1,1,"$197.00"
"238","Juan de Fuca",48.5558,-124.4054,"Entire home/apt",2,4,"$425.00"
"239","Victoria",48.41101,-123.37293,"Private room",1,1,"$140.00"
"240","Salt Spring Island",48.83767,-123.49267,"Private room",1,1,"$125.00"
"241","Salt Spring Island",48.83978,-123.4937,"Private room",1,1,"$125.00"
"242","Colwood",48.41724,-123.48081,"Private room",0,1,"$89.00"
"243","Colwood",48.41734,-123.48157,"Private room",0,1,"$159.00"
"244","Victoria",48.41315,-123.33003,"Entire home/apt",1,2,"$140.00"
"245","Langford",48.41632,-123.51377,"Private room",1,1,"$99.00"
"246","Saanich",48.4855,-123.42099,"Private room",1,1,"$65.00"
"247","Southern Gulf Islands",48.97288,-123.55984,"Entire home/apt",1,1,"$170.00"
"248","Salt Spring Island",48.85465,-123.51301,"Entire home/apt",1,2,"$166.00"
"249","Southern Gulf Islands",48.91315,-123.39473,"Entire home/apt",2,4,"$295.00"
"250","Salt Spring Island",48.91225,-123.56526,"Entire home/apt",1,1,"$135.00"
"251","Victoria",48.42751,-123.37028,"Entire home/apt",1,1,"$131.00"
"252","Juan de Fuca",48.36212,-123.80037,"Entire home/apt",1,2,"$140.00"
"253","Juan de Fuca",48.41292,-124.00845,"Entire home/apt",3,4,"$600.00"
"254","Colwood",48.42016,-123.49075,"Private room",1,1,"$65.00"
"255","Saanich",48.47569,-123.33132,"Private room",1,1,"$45.00"
"256","Victoria",48.42847,-123.35064,"Entire home/apt",1,3,"$175.00"
"257","Oak Bay",48.4135,-123.31057,"Entire home/apt",1,0,"$89.00"
"258","Victoria",48.41159,-123.33372,"Entire home/apt",3,7,"$348.00"
"259","Victoria",48.43185,-123.34908,"Entire home/apt",1.5,3,"$99.00"
"260","Southern Gulf Islands",48.77019,-123.28561,"Entire home/apt",1,0,"$85.00"
"261","Victoria",48.43761,-123.33766,"Entire home/apt",1,2,"$79.00"
"262","Victoria",48.41237,-123.37291,"Entire home/apt",1,2,"$140.00"
"263","Salt Spring Island",48.86061,-123.5534,"Entire home/apt",1,0,"$140.00"
"264","Salt Spring Island",48.85986,-123.55519,"Entire home/apt",1,3,"$225.00"
"265","Saanich",48.50501,-123.35513,"Entire home/apt",1,2,"$175.00"
"266","Salt Spring Island",48.85783,-123.51018,"Private room",1,1,"$160.00"
"267","View Royal",48.45843,-123.42711,"Entire home/apt",1,1,"$150.00"
"268","Saanich",48.46329,-123.29808,"Entire home/apt",1,1,"$90.00"
"269","Saanich",48.46187,-123.29805,"Private room",1,1,"$53.00"
"270","North Saanich",48.61399,-123.40686,"Entire home/apt",1,2,"$79.00"
"271","Victoria",48.42797,-123.36863,"Entire home/apt",1,1,"$125.00"
"272","Saanich",48.4682,-123.44166,"Entire home/apt",2.5,3,"$205.00"
"273","Sooke",48.37873,-123.73281,"Private room",1.5,2,"$79.00"
"274","Southern Gulf Islands",48.87958,-123.31913,"Entire home/apt",1,1,"$200.00"
"275","Salt Spring Island",48.85036,-123.44644,"Entire home/apt",1,2,"$205.00"
"276","Juan de Fuca",48.43857,-124.07368,"Entire home/apt",1,3,"$295.00"
"277","Langford",48.44335,-123.53248,"Entire home/apt",1.5,2,"$90.00"
"278","Colwood",48.4072,-123.49341,"Entire home/apt",1,1,"$79.00"
"279","Southern Gulf Islands",48.74921,-123.21791,"Entire home/apt",1,2,"$175.00"
"280","Sidney",48.65637,-123.41213,"Entire home/apt",1,1,"$70.00"
"281","Oak Bay",48.42484,-123.31573,"Entire home/apt",3,4,"$400.00"
"282","Saanich",48.46304,-123.29951,"Private room",1,1,"$40.00"
"283","Victoria",48.43646,-123.38988,"Entire home/apt",1.5,3,"$99.00"
"284","Esquimalt",48.44109,-123.39797,"Entire home/apt",1,1,"$72.00"
"285","Salt Spring Island",48.86246,-123.49141,"Entire home/apt",1.5,0,"$123.00"
"286","Salt Spring Island",48.84453,-123.50105,"Entire home/apt",1,1,"$125.00"
"287","Salt Spring Island",48.84301,-123.49955,"Entire home/apt",1,1,"$90.00"
"288","Victoria",48.41162,-123.35157,"Private room",1.5,1,"$60.00"
"289","Victoria",48.42139,-123.34465,"Entire home/apt",1,2,"$150.00"
"290","Saanich",48.47394,-123.39043,"Private room",1,1,"$34.00"
"291","Saanich",48.46185,-123.36936,"Private room",1,1,"$60.00"
"292","Saanich",48.52545,-123.37107,"Private room",1,1,"$79.00"
"293","Victoria",48.41283,-123.33595,"Entire home/apt",1,1,"$95.00"
"294","Victoria",48.41052,-123.33573,"Entire home/apt",2,2,"$175.00"
"295","Langford",48.4553,-123.48806,"Private room",1,1,"$42.00"
"296","Saanich",48.46502,-123.34168,"Entire home/apt",1,1,"$95.00"
"297","Salt Spring Island",48.8113,-123.4922,"Entire home/apt",1,1,"$115.00"
"298","Southern Gulf Islands",48.82969,-123.28424,"Entire home/apt",1,1,"$90.00"
"299","Victoria",48.42936,-123.3694,"Entire home/apt",1,0,"$89.00"
"300","Victoria",48.42863,-123.37038,"Entire home/apt",1,1,"$125.00"
"301","Oak Bay",48.44275,-123.30846,"Private room",1,1,"$65.00"
"302","Victoria",48.41486,-123.36158,"Entire home/apt",1,1,"$135.00"
"303","Southern Gulf Islands",48.74482,-123.25412,"Entire home/apt",1,0,"$150.00"
"304","Victoria",48.41197,-123.35515,"Entire home/apt",2,2,"$189.00"
"305","Juan de Fuca",48.4334,-124.06957,"Entire home/apt",1,2,"$150.00"
"306","Victoria",48.41805,-123.33681,"Entire home/apt",2.5,3,"$299.00"
"307","Salt Spring Island",48.84919,-123.50043,"Entire home/apt",3,4,"$525.00"
"308","Saanich",48.46759,-123.41165,"Entire home/apt",1,1,"$99.00"
"309","Southern Gulf Islands",48.74025,-123.2177,"Entire home/apt",1,2,"$175.00"
"310","Southern Gulf Islands",48.84058,-123.25361,"Entire home/apt",1,1,"$115.00"
"311","Victoria",48.4216,-123.38222,"Private room",1,1,"$70.00"
"312","Victoria",48.43429,-123.38325,"Entire home/apt",1,1,"$76.00"
"313","Juan de Fuca",48.39073,-123.93406,"Entire home/apt",1,1,"$125.00"
"314","North Saanich",48.61652,-123.40452,"Entire home/apt",2.5,3,"$250.00"
"315","Langford",48.46727,-123.5064,"Private room",1,1,"$30.00"
"316","Victoria",48.42126,-123.38051,"Private room",2,2,"$311.00"
"317","Southern Gulf Islands",48.85145,-123.30171,"Entire home/apt",1,2,"$136.00"
"318","Juan de Fuca",48.57206,-123.49113,"Private room",1,1,"$52.00"
"319","Metchosin",48.39087,-123.50103,"Entire home/apt",1,1,"$70.00"
"320","Langford",48.48813,-123.54551,"Entire home/apt",1,2,"$125.00"
"321","Victoria",48.42129,-123.36361,"Entire home/apt",1,0,"$185.00"
"322","Victoria",48.42179,-123.38508,"Private room",1,1,"$99.00"
"323","Southern Gulf Islands",48.87961,-123.32403,"Entire home/apt",2,4,"$250.00"
"324","Saanich",48.52711,-123.43339,"Entire home/apt",1,1,"$200.00"
"325","Victoria",48.41649,-123.36664,"Entire home/apt",1,1,"$139.00"
"326","Victoria",48.41382,-123.37173,"Entire home/apt",2,2,"$220.00"
"327","Victoria",48.41306,-123.37351,"Entire home/apt",1,1,"$1,750.00"
"328","Salt Spring Island",48.8553,-123.50691,"Entire home/apt",1,1,"$95.00"
"329","Victoria",48.40721,-123.35582,"Entire home/apt",1,1,"$79.00"
"330","Victoria",48.42298,-123.36472,"Entire home/apt",2,2,"$135.00"
"331","Sidney",48.64181,-123.40193,"Entire home/apt",1,0,"$90.00"
"332","Victoria",48.41646,-123.35832,"Private room",1.5,1,"$48.00"
"333","Esquimalt",48.42171,-123.40837,"Entire home/apt",2,4,"$325.00"
"334","Esquimalt",48.44503,-123.4018,"Private room",1,1,"$54.00"
"335","Victoria",48.41711,-123.36884,"Entire home/apt",2,1,"$99.00"
"336","Saanich",48.52636,-123.43711,"Private room",1,1,"$125.00"
"337","Metchosin",48.38788,-123.50183,"Entire home/apt",1,2,"$152.00"
"338","Juan de Fuca",48.5542,-124.41573,"Entire home/apt",1,1,"$130.00"
"339","Juan de Fuca",48.42496,-124.07372,"Entire home/apt",1,2,"$128.00"
"340","Saanich",48.45724,-123.35969,"Entire home/apt",1.5,3,"$179.00"
"341","Victoria",48.42615,-123.35503,"Private room",1,1,"$73.00"
"342","North Saanich",48.63313,-123.46216,"Private room",1.5,2,"$140.00"
"343","Victoria",48.4133,-123.33051,"Entire home/apt",3,3,"$180.00"
"344","Victoria",48.42999,-123.37064,"Entire home/apt",1,0,"$115.00"
"345","Langford",48.41631,-123.51884,"Entire home/apt",1,1,"$90.00"
"346","Sooke",48.39476,-123.65201,"Entire home/apt",6,9,"$1,199.00"
"347","Victoria",48.42388,-123.364,"Entire home/apt",2,2,"$195.00"
"348","Southern Gulf Islands",48.86262,-123.31653,"Entire home/apt",1.5,2,"$289.00"
"349","Saanich",48.53019,-123.417,"Entire home/apt",1,1,"$90.00"
"350","Salt Spring Island",48.77081,-123.44845,"Private room",1,1,"$150.00"
