id,last_scraped,neighbourhood_group_cleansed,latitude,longitude,room_type,price
920656,2019/3/25,Juan de Fuca,48.3936,-123.98067,Entire home/apt,99.00 
936367,2019/3/25,Victoria,48.41501,-123.34893,Entire home/apt,85.00 
939467,2019/3/25,Southern Gulf Islands,48.86649,-123.3509,Private room,400.00 
945706,2019/3/25,Esquimalt,48.4307,-123.41354,Entire home/apt,289.00 
955575,2019/3/25,Southern Gulf Islands,48.89011,-123.36244,Entire home/apt,150.00 
973849,2019/3/25,Victoria,48.42535,-123.34216,Entire home/apt,120.00 
978194,2019/3/25,Victoria,48.4232,-123.35118,Entire home/apt,105.00 
978212,2019/3/25,Victoria,48.4235,-123.35287,Entire home/apt,75.00 
978213,2019/3/25,Victoria,48.4235,-123.35273,Entire home/apt,103.00 
978771,2019/3/25,Victoria,48.41304,-123.36983,Private room,68.00 
985260,2019/3/25,Metchosin,48.39644,-123.49343,Entire home/apt,180.00 
1015996,2019/3/25,Oak Bay,48.42141,-123.31723,Entire home/apt,336.00 
1021978,2019/3/25,Victoria,48.41071,-123.37145,Private room,140.00 
1024578,2019/3/25,Saanich,48.46382,-123.35931,Entire home/apt,107.00 
1024999,2019/3/25,View Royal,48.46712,-123.42701,Entire home/apt,140.00 
1038822,2019/3/25,Victoria,48.41176,-123.37663,Entire home/apt,120.00 
1055119,2019/3/25,Salt Spring Island,48.83343,-123.52491,Private room,189.00 
1055500,2019/3/25,Victoria,48.41495,-123.36851,Entire home/apt,136.00 
1079545,2019/3/25,Victoria,48.43063,-123.3391,Entire home/apt,120.00 
1080149,2019/3/25,Salt Spring Island,48.82409,-123.53024,Entire home/apt,175.00 
1080266,2019/3/25,Salt Spring Island,48.82412,-123.53071,Entire home/apt,275.00 
1080594,2019/3/25,Victoria,48.4165,-123.37011,Private room,115.00 
1091391,2019/3/25,Victoria,48.41948,-123.37566,Entire home/apt,70.00 
1114544,2019/3/25,Salt Spring Island,48.89496,-123.53323,Private room,150.00 
1114575,2019/3/25,Salt Spring Island,48.89505,-123.53392,Private room,185.00 
1156460,2019/3/25,Oak Bay,48.40879,-123.32144,Entire home/apt,340.00 
1164613,2019/3/25,Colwood,48.43092,-123.51134,Private room,200.00 
1167115,2019/3/25,Oak Bay,48.41759,-123.30264,Entire home/apt,107.00 
1174303,2019/3/25,Southern Gulf Islands,48.80459,-123.31812,Entire home/apt,185.00 
1175299,2019/3/25,Saanich,48.44964,-123.36272,Private room,60.00 
1186607,2019/3/25,North Saanich,48.67691,-123.48379,Entire home/apt,175.00 
1193251,2019/3/25,Victoria,48.42494,-123.36572,Entire home/apt,115.00 
1194953,2019/3/25,Saanich,48.45459,-123.38306,Entire home/apt,75.00 
1201014,2019/3/25,Victoria,48.41624,-123.36802,Entire home/apt,140.00 
1216960,2019/3/25,Salt Spring Island,48.75898,-123.41407,Entire home/apt,99.00 
1237030,2019/3/25,Southern Gulf Islands,48.86791,-123.28408,Entire home/apt,99.00 
1244138,2019/3/25,Saanich,48.45099,-123.36285,Private room,71.00 
1288741,2019/3/25,Oak Bay,48.40997,-123.32276,Private room,81.00 
1295158,2019/3/25,Southern Gulf Islands,48.87846,-123.32378,Entire home/apt,200.00 
1298140,2019/3/25,Victoria,48.42884,-123.37016,Entire home/apt,70.00 
1301515,2019/3/25,Victoria,48.43583,-123.35384,Private room,43.00 
1345737,2019/3/25,Victoria,48.40669,-123.35122,Entire home/apt,136.00 
1345746,2019/3/25,Victoria,48.41521,-123.36856,Entire home/apt,99.00 
1352283,2019/3/25,Victoria,48.41617,-123.35987,Private room,62.00 
1352981,2019/3/25,Southern Gulf Islands,48.89775,-123.39765,Entire home/apt,240.00 
1375505,2019/3/25,Saanich,48.45643,-123.38689,Private room,55.00 
1393334,2019/3/25,Victoria,48.41733,-123.36941,Entire home/apt,129.00 
1414651,2019/3/25,Salt Spring Island,48.85706,-123.47932,Entire home/apt,120.00 
1429004,2019/3/25,Salt Spring Island,48.87042,-123.54718,Entire home/apt,258.00 
1431103,2019/3/25,Juan de Fuca,48.40681,-123.35487,Private room,89.00 
1437207,2019/3/25,Victoria,48.44446,-123.37567,Entire home/apt,120.00 
1438200,2019/3/25,Southern Gulf Islands,48.75421,-123.26956,Entire home/apt,500.00 
1439161,2019/3/25,Victoria,48.41606,-123.3685,Private room,78.00 
1446069,2019/3/25,Salt Spring Island,48.80827,-123.42976,Private room,60.00 
1460894,2019/3/25,North Saanich,48.69565,-123.46011,Entire home/apt,110.00 
1471669,2019/3/25,Victoria,48.42653,-123.36859,Entire home/apt,115.00 
1535322,2019/3/25,Sooke,48.39252,-123.61752,Entire home/apt,129.00 
1538085,2019/3/25,Victoria,48.44943,-123.35379,Entire home/apt,90.00 
1567449,2019/3/25,Saanich,48.50248,-123.38874,Entire home/apt,189.00 
1593593,2019/3/25,Victoria,48.42629,-123.3628,Entire home/apt,113.00 
1615147,2019/3/25,Victoria,48.42285,-123.34151,Entire home/apt,99.00 
1625194,2019/3/25,Victoria,48.42899,-123.3631,Entire home/apt,109.00 
1636029,2019/3/25,Southern Gulf Islands,48.84491,-123.27776,Entire home/apt,125.00 
1656504,2019/3/25,Salt Spring Island,48.83903,-123.49872,Entire home/apt,145.00 
1672595,2019/3/25,Victoria,48.42172,-123.38056,Entire home/apt,239.00 
1672677,2019/3/25,Victoria,48.42172,-123.38063,Entire home/apt,270.00 
1672868,2019/3/25,Salt Spring Island,48.8331,-123.50027,Entire home/apt,125.00 
1683153,2019/3/25,Juan de Fuca,48.37641,-123.83955,Entire home/apt,125.00 
1697090,2019/3/25,Salt Spring Island,48.81037,-123.46029,Entire home/apt,250.00 
1717474,2019/3/25,Victoria,48.41849,-123.38342,Private room,77.00 
1720832,2019/3/25,Southern Gulf Islands,48.83109,-123.26071,Entire home/apt,160.00 
1738396,2019/3/25,Victoria,48.43079,-123.36634,Entire home/apt,205.00 
1769556,2019/3/25,Victoria,48.41306,-123.34501,Private room,58.00 
1807413,2019/3/25,Sooke,48.36718,-123.73475,Entire home/apt,129.00 
1807550,2019/3/25,Southern Gulf Islands,48.87581,-123.32346,Entire home/apt,125.00 
1825544,2019/3/25,Sidney,48.66661,-123.40765,Entire home/apt,226.00 
1826554,2019/3/25,Sidney,48.66379,-123.41148,Entire home/apt,99.00 
1892593,2019/3/25,Saanich,48.45873,-123.3661,Entire home/apt,95.00 
1897071,2019/3/25,Victoria,48.4204,-123.36415,Entire home/apt,199.00 
1897266,2019/3/25,Saanich,48.52214,-123.37171,Entire home/apt,128.00 
1904895,2019/3/25,North Saanich,48.62792,-123.41197,Private room,160.00 
1913546,2019/3/25,Salt Spring Island,48.76945,-123.43006,Entire home/apt,450.00 
1929683,2019/3/25,Victoria,48.42267,-123.38499,Private room,99.00 
1948248,2019/3/25,Victoria,48.42059,-123.38298,Entire home/apt,81.00 
1979822,2019/3/25,Victoria,48.42109,-123.37672,Private room,26.00 
1983751,2019/3/25,Saanich,48.49021,-123.30853,Entire home/apt,200.00 
2015937,2019/3/25,Southern Gulf Islands,48.84099,-123.25475,Entire home/apt,200.00 
2027067,2019/3/25,Salt Spring Island,48.90042,-123.55017,Entire home/apt,99.00 
2027370,2019/3/25,Victoria,48.44073,-123.35331,Entire home/apt,77.00 
2033520,2019/3/25,Langford,48.46028,-123.48647,Entire home/apt,64.00 
2039230,2019/3/25,Victoria,48.41889,-123.35461,Private room,50.00 
2060849,2019/3/25,Langford,48.47683,-123.52732,Entire home/apt,150.00 
2076029,2019/3/25,Victoria,48.41687,-123.35205,Entire home/apt,120.00 
2128631,2019/3/25,Esquimalt,48.4165,-123.40392,Entire home/apt,109.00 
2131218,2019/3/25,Sooke,48.39394,-123.62053,Private room,129.00 
2138626,2019/3/25,Victoria,48.4216,-123.36149,Entire home/apt,189.00 
2138926,2019/3/25,Oak Bay,48.43977,-123.30681,Private room,95.00 
2140264,2019/3/25,Victoria,48.42521,-123.32913,Entire home/apt,89.00 
2140350,2019/3/25,Victoria,48.44453,-123.34121,Entire home/apt,75.00 
2149566,2019/3/25,Juan de Fuca,48.37638,-123.84168,Entire home/apt,175.00 
2182972,2019/3/25,Saanich,48.45242,-123.34171,Entire home/apt,150.00 
2188717,2019/3/25,Victoria,48.42666,-123.3706,Entire home/apt,120.00 
2189148,2019/3/25,Salt Spring Island,48.79039,-123.43772,Entire home/apt,150.00 
2192873,2019/3/25,Salt Spring Island,48.7703,-123.44859,Entire home/apt,99.00 
2198199,2019/3/25,Juan de Fuca,48.36179,-123.81329,Entire home/apt,136.00 
2198443,2019/3/25,Victoria,48.42597,-123.36907,Entire home/apt,120.00 
2202285,2019/3/25,Salt Spring Island,48.77057,-123.44824,Entire home/apt,261.00 
2211266,2019/3/25,Victoria,48.44945,-123.35566,Entire home/apt,250.00 
2229129,2019/3/25,Saanich,48.45521,-123.38898,Entire home/apt,70.00 
2237438,2019/3/25,Victoria,48.43527,-123.3361,Entire home/apt,200.00 
2242653,2019/3/25,Saanich,48.46257,-123.3236,Entire home/apt,175.00 
2279375,2019/3/25,North Saanich,48.6869,-123.44438,Entire home/apt,157.00 
2333312,2019/3/25,Victoria,48.41493,-123.35288,Entire home/apt,150.00 
2337536,2019/3/25,Salt Spring Island,48.77019,-123.44952,Private room,125.00 
2342154,2019/3/25,Victoria,48.42572,-123.32384,Entire home/apt,111.00 
2361342,2019/3/25,Langford,48.44777,-123.52276,Entire home/apt,235.00 
2386131,2019/3/25,Sooke,48.36471,-123.73044,Entire home/apt,200.00 
2390408,2019/3/25,Juan de Fuca,48.36746,-123.78393,Private room,145.00 
2390415,2019/3/25,Juan de Fuca,48.3661,-123.78547,Private room,145.00 
2488004,2019/3/25,Southern Gulf Islands,48.73782,-123.20216,Entire home/apt,130.00 
2526015,2019/3/25,Salt Spring Island,48.8758,-123.54412,Private room,48.00 
2526207,2019/3/25,Salt Spring Island,48.88053,-123.54421,Entire home/apt,78.00 
2544515,2019/3/25,Sidney,48.64614,-123.39976,Entire home/apt,279.00 
2560212,2019/3/25,Sidney,48.64483,-123.39814,Entire home/apt,158.00 
2600175,2019/3/25,Saanich,48.4641,-123.41484,Entire home/apt,250.00 
2610713,2019/3/25,Salt Spring Island,48.8467,-123.49772,Entire home/apt,500.00 
2620751,2019/3/25,Salt Spring Island,48.76061,-123.4111,Entire home/apt,120.00 
2671849,2019/3/25,Victoria,48.42743,-123.37625,Entire home/apt,248.00 
2676866,2019/3/25,Victoria,48.41946,-123.38484,Entire home/apt,99.00 
2682515,2019/3/25,Saanich,48.44395,-123.32277,Entire home/apt,85.00 
2684251,2019/3/25,Salt Spring Island,48.73334,-123.48076,Entire home/apt,220.00 
2685512,2019/3/25,Salt Spring Island,48.90949,-123.56458,Entire home/apt,751.00 
2695286,2019/3/25,Victoria,48.42303,-123.36671,Entire home/apt,99.00 
2709790,2019/3/25,Esquimalt,48.43605,-123.40662,Entire home/apt,55.00 
2751941,2019/3/25,Southern Gulf Islands,48.839,-123.3292,Entire home/apt,83.00 
2756438,2019/3/25,Salt Spring Island,48.78157,-123.43134,Entire home/apt,380.00 
2770659,2019/3/25,Colwood,48.42343,-123.47215,Entire home/apt,192.00 
2777765,2019/3/25,Colwood,48.42367,-123.47381,Entire home/apt,187.00 
2786165,2019/3/25,Saanich,48.48227,-123.31299,Private room,39.00 
2791284,2019/3/25,Sidney,48.6687,-123.40252,Entire home/apt,142.00 
2818153,2019/3/25,Salt Spring Island,48.86111,-123.49956,Entire home/apt,136.00 
2834626,2019/3/25,Victoria,48.42879,-123.37005,Entire home/apt,99.00 
2839203,2019/3/25,Victoria,48.42588,-123.34439,Entire home/apt,99.00 
2856912,2019/3/25,Victoria,48.42152,-123.38198,Entire home/apt,145.00 
2858425,2019/3/25,Victoria,48.42862,-123.32596,Private room,46.00 
2874927,2019/3/25,Colwood,48.42403,-123.47266,Entire home/apt,197.00 
2883153,2019/3/25,Juan de Fuca,48.5558,-124.4054,Entire home/apt,424.00 
2950089,2019/3/25,Victoria,48.41101,-123.37293,Private room,140.00 
2970506,2019/3/25,Colwood,48.41724,-123.48081,Private room,89.00 
2970733,2019/3/25,Colwood,48.41734,-123.48157,Private room,158.00 
2980014,2019/3/25,Victoria,48.41315,-123.33003,Entire home/apt,140.00 
2997001,2019/3/25,Langford,48.41632,-123.51377,Private room,99.00 
2998484,2019/3/25,Saanich,48.4855,-123.42099,Private room,64.00 
3012472,2019/3/25,Southern Gulf Islands,48.97288,-123.55984,Entire home/apt,171.00 
3022235,2019/3/25,Salt Spring Island,48.85465,-123.51301,Entire home/apt,165.00 
3027057,2019/3/25,Southern Gulf Islands,48.91315,-123.39473,Entire home/apt,295.00 
3080917,2019/3/25,Salt Spring Island,48.91225,-123.56526,Entire home/apt,136.00 
3083934,2019/3/25,Victoria,48.42751,-123.37028,Entire home/apt,132.00 
3084861,2019/3/25,Juan de Fuca,48.36212,-123.80037,Entire home/apt,140.00 
3115397,2019/3/25,Juan de Fuca,48.41292,-124.00845,Entire home/apt,600.00 
3123582,2019/3/25,Colwood,48.42016,-123.49075,Private room,64.00 
3129805,2019/3/25,Saanich,48.47569,-123.33132,Private room,46.00 
3133074,2019/3/25,Oak Bay,48.4135,-123.31057,Entire home/apt,89.00 
3175704,2019/3/25,Victoria,48.41159,-123.33372,Entire home/apt,349.00 
3186167,2019/3/25,Southern Gulf Islands,48.77019,-123.28561,Entire home/apt,85.00 
3209352,2019/3/25,Victoria,48.43761,-123.33766,Entire home/apt,81.00 
3219266,2019/3/25,Victoria,48.41237,-123.37291,Entire home/apt,140.00 
3255820,2019/3/25,Saanich,48.50501,-123.35513,Entire home/apt,175.00 
3257553,2019/3/25,Salt Spring Island,48.85783,-123.51018,Private room,160.00 
3261951,2019/3/25,View Royal,48.45843,-123.42711,Entire home/apt,150.00 
3265394,2019/3/25,Saanich,48.46329,-123.29808,Entire home/apt,90.00 
3294156,2019/3/25,Saanich,48.46187,-123.29805,Private room,52.00 
3334799,2019/3/25,North Saanich,48.61399,-123.40686,Entire home/apt,81.00 
3361483,2019/3/25,Saanich,48.4682,-123.44166,Entire home/apt,205.00 
3380702,2019/3/25,Sooke,48.37873,-123.73281,Private room,79.00 
3386725,2019/3/25,Southern Gulf Islands,48.87958,-123.31913,Entire home/apt,200.00 
3402265,2019/3/25,Salt Spring Island,48.85036,-123.44644,Entire home/apt,205.00 
3415390,2019/3/25,Juan de Fuca,48.43857,-124.07368,Entire home/apt,295.00 
3440301,2019/3/25,Langford,48.44335,-123.53248,Entire home/apt,90.00 
3464301,2019/3/25,Colwood,48.4072,-123.49341,Entire home/apt,81.00 
3486035,2019/3/25,Southern Gulf Islands,48.74921,-123.21791,Entire home/apt,175.00 
3487196,2019/3/25,Sidney,48.65637,-123.41213,Entire home/apt,70.00 
3490212,2019/3/25,Oak Bay,48.42484,-123.31573,Entire home/apt,400.00 
3512430,2019/3/25,Saanich,48.46304,-123.29951,Private room,40.00 
3518169,2019/3/25,Victoria,48.43646,-123.38988,Entire home/apt,99.00 
3559698,2019/3/25,Esquimalt,48.44109,-123.39797,Entire home/apt,71.00 
3563531,2019/3/25,Salt Spring Island,48.86246,-123.49141,Entire home/apt,124.00 
3569698,2019/3/25,Salt Spring Island,48.84453,-123.50105,Entire home/apt,125.00 
3577740,2019/3/25,Salt Spring Island,48.84301,-123.49955,Entire home/apt,90.00 
3609621,2019/3/25,Victoria,48.41162,-123.35157,Private room,59.00 
3617367,2019/3/25,Victoria,48.42139,-123.34465,Entire home/apt,150.00 
3651435,2019/3/25,Saanich,48.47394,-123.39043,Private room,35.00 
3654194,2019/3/25,Saanich,48.46185,-123.36936,Private room,60.00 
3655817,2019/3/25,Saanich,48.52545,-123.37107,Private room,81.00 
3676068,2019/3/25,Victoria,48.41283,-123.33595,Entire home/apt,95.00 
3681893,2019/3/25,Sooke,48.37324,-123.74655,Private room,36.00 
3689272,2019/3/25,Victoria,48.41052,-123.33573,Entire home/apt,175.00 
3689834,2019/3/25,Langford,48.4553,-123.48806,Private room,43.00 
3719262,2019/3/25,Saanich,48.46502,-123.34168,Entire home/apt,95.00 
3759754,2019/3/25,Salt Spring Island,48.8113,-123.4922,Entire home/apt,115.00 
3766520,2019/3/25,Victoria,48.42936,-123.3694,Entire home/apt,89.00 
3772122,2019/3/25,Victoria,48.42863,-123.37038,Entire home/apt,125.00 
3808375,2019/3/25,Oak Bay,48.44275,-123.30846,Private room,64.00 
3850211,2019/3/25,Southern Gulf Islands,48.74482,-123.25412,Entire home/apt,150.00 
3851163,2019/3/25,Victoria,48.41197,-123.35515,Entire home/apt,189.00 
3875655,2019/3/25,Juan de Fuca,48.4334,-124.06957,Entire home/apt,150.00 
3898775,2019/3/25,Victoria,48.41805,-123.33681,Entire home/apt,299.00 
3913497,2019/3/25,Salt Spring Island,48.84919,-123.50043,Entire home/apt,525.00 
3935877,2019/3/25,Saanich,48.46759,-123.41165,Entire home/apt,99.00 
3972032,2019/3/25,Southern Gulf Islands,48.74025,-123.2177,Entire home/apt,175.00 
3978639,2019/3/25,Southern Gulf Islands,48.84058,-123.25361,Entire home/apt,115.00 
3984230,2019/3/25,Victoria,48.4216,-123.38222,Private room,70.00 
4000182,2019/3/25,Victoria,48.43429,-123.38325,Entire home/apt,75.00 
4022719,2019/3/25,Juan de Fuca,48.39073,-123.93406,Entire home/apt,125.00 
4025632,2019/3/25,North Saanich,48.61652,-123.40452,Entire home/apt,250.00 
4025668,2019/3/25,Langford,48.46727,-123.5064,Private room,35.00 
4026248,2019/3/25,Victoria,48.42126,-123.38051,Private room,316.00 
4050671,2019/3/25,Southern Gulf Islands,48.85145,-123.30171,Entire home/apt,137.00 
4053260,2019/3/25,Juan de Fuca,48.57206,-123.49113,Private room,52.00 
4137885,2019/3/25,Metchosin,48.39087,-123.50103,Entire home/apt,70.00 
4169620,2019/3/25,Langford,48.48813,-123.54551,Entire home/apt,125.00 
4183313,2019/3/25,Victoria,48.42129,-123.36361,Entire home/apt,188.00 
4190759,2019/3/25,Victoria,48.42179,-123.38508,Private room,99.00 
4235029,2019/3/25,Southern Gulf Islands,48.87961,-123.32403,Entire home/apt,250.00 
4249564,2019/3/25,Saanich,48.52711,-123.43339,Entire home/apt,160.00 
4277981,2019/3/25,Victoria,48.41649,-123.36664,Entire home/apt,140.00 
4279727,2019/3/25,Victoria,48.41382,-123.37173,Entire home/apt,220.00 
4279824,2019/3/25,Victoria,48.41306,-123.37351,Entire home/apt,1750.00 
4280016,2019/3/25,Salt Spring Island,48.8553,-123.50691,Entire home/apt,95.00 
4280067,2019/3/25,Victoria,48.40721,-123.35582,Entire home/apt,81.00 
4295964,2019/3/25,Victoria,48.42298,-123.36472,Entire home/apt,109.00 
4309363,2019/3/25,Sidney,48.64181,-123.40193,Entire home/apt,90.00 
4316972,2019/3/25,Victoria,48.41646,-123.35832,Private room,48.00 
4334268,2019/3/25,Esquimalt,48.42171,-123.40837,Entire home/apt,325.00 
4356633,2019/3/25,Victoria,48.41711,-123.36884,Entire home/apt,99.00 
4359039,2019/3/25,Saanich,48.52636,-123.43711,Private room,125.00 
4364105,2019/3/25,Metchosin,48.38788,-123.50183,Entire home/apt,152.00 
4370453,2019/3/25,Juan de Fuca,48.5542,-124.41573,Entire home/apt,130.00 
4378525,2019/3/25,Juan de Fuca,48.42496,-124.07372,Entire home/apt,129.00 
4404148,2019/3/25,Saanich,48.45724,-123.35969,Entire home/apt,179.00 
4412326,2019/3/25,Victoria,48.42615,-123.35503,Private room,73.00 
4418188,2019/3/25,North Saanich,48.63313,-123.46216,Private room,140.00 
4419252,2019/3/25,Victoria,48.4133,-123.33051,Entire home/apt,180.00 
4440799,2019/3/25,Victoria,48.42999,-123.37064,Entire home/apt,115.00 
4461927,2019/3/25,Langford,48.41631,-123.51884,Entire home/apt,90.00 
4469382,2019/3/25,Sooke,48.39476,-123.65201,Entire home/apt,1199.00 
4480826,2019/3/25,Victoria,48.42388,-123.364,Entire home/apt,195.00 
4482384,2019/3/25,Southern Gulf Islands,48.86262,-123.31653,Entire home/apt,289.00 
4483108,2019/3/25,Saanich,48.53019,-123.417,Entire home/apt,90.00 
4492586,2019/3/25,Salt Spring Island,48.77081,-123.44845,Private room,150.00 
4495119,2019/3/25,Sooke,48.39691,-123.66042,Entire home/apt,70.00 
4495124,2019/3/25,Sooke,48.39531,-123.6594,Private room,68.00 
4495132,2019/3/25,Sooke,48.3951,-123.65873,Entire home/apt,70.00 
4499215,2019/3/25,Victoria,48.42979,-123.36908,Entire home/apt,98.00 
